FIPS13,YearBuilt,TotalUnits
"060952512002001","2002",1
"060952512002001","2004",1
"060952512002001","2005",3
"060952512002006","2006",1
"060952512002007","2006",1
"060952512002014","2008",7
"060952512002021","2005",2
"060952512003015","2000",1
"060952512003019","2007",1
"060952513002013","2005",1
"060952513003002","2004",1
"060952513003002","2005",1
"060952513003002","2016",1
"060952513003002","2003",2
"060952513003002","2006",2
"060952514001005","2000",1
"060952514001008","2005",1
"060952514003004","2009",1
"060952514003015","2009",1
"060952515001010","2004",2
"060952515001025","2003",2
"060952515002010","2006",1
"060952515002021","2004",1
"060952515002025","2002",1
"060952515003000","2006",1
"060952515003038","2002",1
"060952516001009","2000",1
"060952516002004","2006",1
"060952516002005","2005",1
"060952516002020","2006",1
"060952516002054","2003",1
"060952516002057","2001",1
"060952517011001","2006",1
"060952517011009","2006",1
"060952517011009","2008",1
"060952517011010","2005",1
"060952517011013","2008",1
"060952517011014","2017",1
"060952517011017","2006",1
"060952517012000","2002",1
"060952517012010","2011",1
"060952517012023","2002",1
"060952517012023","2006",1
"060952517012029","2002",1
"060952517012029","2007",1
"060952517021009","2001",1
"060952517021011","2002",16
"060952517022000","2004",2
"060952517022002","2004",25
"060952517022003","2004",65
"060952517022004","2004",19
"060952517022005","2004",38
"060952517022006","2003",56
"060952517022007","2003",39
"060952517022008","2003",10
"060952517022014","2004",5
"060952517022014","2005",15
"060952518021063","2006",186
"060952518021063","2003",194
"060952518021066","2008",1
"060952519011012","2006",1
"060952519011012","2009",1
"060952519031003","2006",1
"060952519032005","2005",1
"060952520001000","2007",1
"060952520001002","2001",1
"060952520001002","2009",1
"060952520001002","2014",2
"060952520001007","2009",1
"060952520001008","2015",1
"060952520001008","2002",2
"060952520001018","2007",1
"060952520002006","2010",1
"060952520002013","2005",11
"060952520002015","2009",4
"060952520002016","2009",4
"060952520002017","2006",1
"060952520002017","2005",33
"060952520002019","2002",1
"060952520003004","2017",1
"060952520003009","2006",1
"060952520003011","2001",1
"060952520003016","2005",1
"060952520003016","2004",3
"060952520003017","2009",1
"060952520003020","2012",1
"060952520003023","2008",1
"060952520003023","2006",2
"060952520003024","2007",1
"060952520003025","2001",1
"060952520003028","2003",1
"060952520004002","2001",1
"060952520004002","2006",1
"060952520004003","2014",1
"060952520004004","2008",1
"060952520004004","2015",1
"060952520004004","2000",3
"060952520004005","2016",1
"060952520004007","2001",1
"060952520004008","2001",4
"060952520004008","2000",10
"060952520004012","2004",1
"060952520004012","2010",1
"060952520004012","2005",2
"060952520004014","2005",1
"060952520004018","2008",1
"060952520004019","2006",1
"060952520004019","2009",1
"060952520004020","2004",1
"060952520004020","2008",1
"060952520004020","2015",1
"060952520004020","2002",2
"060952520004021","2000",1
"060952520004021","2005",1
"060952520004023","2008",1
"060952520004023","2011",1
"060952520004023","2000",7
"060952520004023","2001",7
"060952520004029","2015",1
"060952520004029","2016",1
"060952521021101","2006",3
"060952521021101","2007",5
"060952521021104","2001",1
"060952521021104","2000",3
"060952521021111","2006",2
"060952521021111","2007",2
"060952521021116","2008",1
"060952521021131","2005",1
"060952521021131","2007",1
"060952521021133","2001",1
"060952521021136","2017",1
"060952521021137","2000",1
"060952521021137","2004",1
"060952521021137","2006",1
"060952521021140","2002",2
"060952521021142","2005",1
"060952521021142","2006",1
"060952521021142","2009",1
"060952521022056","2017",1
"060952521022056","2003",2
"060952521022056","2005",2
"060952521022056","2004",3
"060952521022056","2002",5
"060952521022090","2004",1
"060952521022093","2003",1
"060952521032005","2003",2
"060952521033000","2003",22
"060952521033000","2002",25
"060952521033001","2002",8
"060952521033002","2003",10
"060952521033005","2017",1
"060952521033005","2016",3
"060952521033005","2015",4
"060952521033005","2007",6
"060952521033005","2011",7
"060952521033005","2010",14
"060952521033009","2010",3
"060952521033009","2011",3
"060952521033009","2009",5
"060952521033009","2007",6
"060952521033009","2006",13
"060952521033010","2009",12
"060952521041006","2009",1
"060952521041006","2010",2
"060952521041006","2016",2
"060952521041006","2015",3
"060952521041006","2017",3
"060952521041006","2008",4
"060952521041006","2012",7
"060952521041006","2011",8
"060952521041007","2015",2
"060952521041007","2017",2
"060952521041007","2010",3
"060952521041007","2012",4
"060952521041007","2009",6
"060952521041007","2016",19
"060952521041008","2017",1
"060952521041008","2010",3
"060952521041008","2011",6
"060952521041008","2012",7
"060952521041008","2015",7
"060952521041008","2009",8
"060952521041008","2016",9
"060952521041011","2012",1
"060952521041011","2010",2
"060952521041011","2009",3
"060952521041015","2011",4
"060952521041015","2012",6
"060952521041015","2008",8
"060952521041016","2003",50
"060952521041025","2012",1
"060952521041025","2011",4
"060952521041025","2016",7
"060952521041025","2015",14
"060952521041026","2015",1
"060952521041026","2009",3
"060952521041027","2009",4
"060952521041028","2012",4
"060952521042000","2007",1
"060952521042000","2008",1
"060952521042000","2006",5
"060952521042000","2005",14
"060952521042004","2005",2
"060952521042004","2006",3
"060952521042005","2006",1
"060952521042011","2005",1
"060952521042013","2006",1
"060952521043001","2006",1
"060952521043001","2007",2
"060952521043001","2011",2
"060952521043001","2008",6
"060952521043001","2010",8
"060952521043001","2009",11
"060952521043001","2005",42
"060952521043002","2011",1
"060952521043002","2010",6
"060952521043002","2005",11
"060952521043002","2006",13
"060952521043002","2007",22
"060952521043003","2007",7
"060952521043003","2005",44
"060952521043005","2017",1
"060952521043005","2007",4
"060952521043005","2006",5
"060952521043005","2004",26
"060952521043005","2005",31
"060952521043007","2007",1
"060952521043007","2006",8
"060952521043007","2005",25
"060952521043008","2007",5
"060952521043008","2006",29
"060952521043008","2005",33
"060952521043011","2004",13
"060952521043012","2010",2
"060952521043012","2011",3
"060952521043012","2004",4
"060952521043012","2007",12
"060952521043013","2004",1
"060952521043013","2005",2
"060952521043013","2007",9
"060952521051000","2002",2
"060952521071000","2004",2
"060952521071006","2001",1
"060952521071006","2005",1
"060952521081009","2001",1
"060952521081009","2004",1
"060952521081010","2016",1
"060952521081012","2016",1
"060952521081012","2004",10
"060952521081013","2008",1
"060952521081015","2000",1
"060952521081015","2003",1
"060952521081015","2006",1
"060952521081015","2017",1
"060952521081015","2001",2
"060952521081015","2002",2
"060952521081015","2005",3
"060952521081016","2006",1
"060952521081019","2000",1
"060952521081022","2001",1
"060952521081022","2006",1
"060952521081022","2014",1
"060952521081022","2005",2
"060952521081024","2002",1
"060952521081024","2003",1
"060952521081024","2008",1
"060952521082000","2000",1
"060952521082000","2003",1
"060952521082000","2005",1
"060952521082000","2004",3
"060952521082007","2003",1
"060952521082007","2004",1
"060952521082007","2005",1
"060952521082007","2006",1
"060952521082007","2008",1
"060952521082007","2002",2
"060952522011000","2014",1
"060952522011006","2002",1
"060952522011027","2006",1
"060952522011027","2007",1
"060952522011027","2008",1
"060952522011027","2009",1
"060952522011027","2013",1
"060952522011027","2015",1
"060952522011027","2017",2
"060952522011039","2002",1
"060952522011039","2007",3
"060952522011039","2011",8
"060952522011039","2006",13
"060952522011039","2004",19
"060952522011039","2005",94
"060952522011042","2002",1
"060952522011042","2005",1
"060952522011042","2008",1
"060952522011042","2003",2
"060952522011042","2004",2
"060952522011042","2006",2
"060952522011043","2005",1
"060952522011047","2001",1
"060952522011047","2011",1
"060952522011047","2012",1
"060952522011047","2014",1
"060952522011047","2005",2
"060952522011047","2008",2
"060952522011047","2003",3
"060952522011047","2013",3
"060952522011047","2016",6
"060952522011047","2017",6
"060952522011047","2006",7
"060952522011047","2007",8
"060952522011047","2015",8
"060952522011048","2015",1
"060952522011050","2003",2
"060952522011050","2009",3
"060952522011050","2011",3
"060952522011050","2007",4
"060952522011050","2012",5
"060952522011050","2010",7
"060952522011050","2013",7
"060952522011050","2002",8
"060952522011050","2008",9
"060952522011050","2004",20
"060952522011050","2006",23
"060952522011050","2005",34
"060952522011050","2001",38
"060952522011052","2008",1
"060952522011052","2006",10
"060952522011052","2007",18
"060952522011053","2001",14
"060952522011054","2004",26
"060952522011061","2006",18
"060952522011062","2006",1
"060952522011074","2003",1
"060952522011074","2000",7
"060952522011074","2001",19
"060952522011074","2002",72
"060952522011075","2003",1
"060952522011075","2002",2
"060952522011075","2000",4
"060952522011075","2001",6
"060952522011076","2002",25
"060952522011077","2002",4
"060952522011077","2001",11
"060952522011078","2003",1
"060952522011078","2004",1
"060952522011078","2005",1
"060952522011078","2006",1
"060952522011078","2008",2
"060952522011078","2007",3
"060952522011078","2002",20
"060952522011078","2001",25
"060952522011081","2000",4
"060952522011081","2002",34
"060952522011081","2001",57
"060952522011082","2001",3
"060952522011087","2005",95
"060952522011088","2005",53
"060952522011102","2005",10
"060952522011102","2004",30
"060952522011103","2004",13
"060952522011103","2005",25
"060952522011104","2002",2
"060952522012001","2003",1
"060952522012007","2004",1
"060952522012011","2002",1
"060952522012029","2003",1
"060952522012030","2001",1
"060952522012030","2005",1
"060952522012030","2017",1
"060952522012031","2004",1
"060952522012035","2002",1
"060952522012035","2005",1
"060952522012035","2003",2
"060952522012036","2000",1
"060952522012036","2001",1
"060952522012036","2004",1
"060952522012037","2005",1
"060952522012037","2007",1
"060952522012037","2001",2
"060952522012037","2002",2
"060952522012039","2001",1
"060952522012039","2004",1
"060952522012040","2001",1
"060952522012040","2002",1
"060952522012040","2003",1
"060952522012040","2000",2
"060952522012041","2004",1
"060952522012041","2005",2
"060952522012041","2000",3
"060952522012041","2001",3
"060952522012042","2001",1
"060952522012042","2007",1
"060952522013015","2004",1
"060952522013019","2003",1
"060952522013019","2005",1
"060952522013019","2014",1
"060952522013020","2004",1
"060952522013020","2007",1
"060952522013021","2005",1
"060952522013031","2006",1
"060952522013035","2008",1
"060952522014001","2001",1
"060952522014001","2005",1
"060952522014001","2010",1
"060952522014001","2007",2
"060952522014004","2003",1
"060952522014005","2013",1
"060952522014010","2000",1
"060952522014010","2001",1
"060952522014010","2002",1
"060952522014010","2013",1
"060952522014011","2005",1
"060952522014011","2006",2
"060952522014014","2008",1
"060952522014019","2009",1
"060952522014024","2006",16
"060952522014024","2005",26
"060952522014035","2000",4
"060952522014053","2000",12
"060952522014055","2009",2
"060952522014055","2002",17
"060952522014055","2000",18
"060952522014055","2003",21
"060952522014056","2001",7
"060952522014057","2000",4
"060952522014059","2000",35
"060952522014060","2002",12
"060952522014061","2001",5
"060952522014061","2009",6
"060952522014061","2006",8
